InterPro Entry Accession	InterPro Entry Name	InterPro Entry Type
IPR002456	GPCR, family 3, gamma-aminobutyric acid receptor, type B1	Family
IPR002460	Alpha-synuclein	Family
IPR002461	Beta-synuclein	Family
IPR002462	Gamma-synuclein	Family
IPR002463	Ornatin	Family
IPR002442	Fructose transporter, type 5 (GLUT5)	Family
IPR002434	Sodium:neurotransmitter symporter, taurine	Family
IPR002435	Sodium:neurotransmitter symporter, noradrenaline	Family
IPR002444	Na/K/Cl co-transporter 1	Family
IPR002464	DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site	Conserved_site
IPR002466	Adenosine deaminase/editase	Domain
IPR002467	Peptidase M24A, methionine aminopeptidase, subfamily 1	Family
IPR002468	Peptidase M24A, methionine aminopeptidase, subfamily 2	Family
IPR002470	Peptidase S9A, prolyl oligopeptidase	Family
IPR002471	Peptidase S9, serine active site	Active_site
IPR002472	Palmitoyl protein thioesterase	Family
IPR002951	Atrophin-like	Family
IPR002953	Filoviridae VP35 protein	Family
IPR002954	Salmonella surface presentation of antigen M protein	Family
IPR002955	Microtubule-associated protein Tau	Family
IPR002956	Bride of sevenless protein	Family
IPR002957	Keratin, type I	Family
IPR002959	Tumour necrosis factor alpha/cachectin	Family
IPR003529	Long hematopoietin receptor, Gp130 family 2, conserved site	Conserved_site
IPR003530	Long hematopoietin receptor, soluble alpha chain, conserved site	Conserved_site
IPR003531	Short hematopoietin receptor, family 1, conserved site	Conserved_site
IPR003532	Short hematopoietin receptor, family 2, conserved site	Conserved_site
IPR003533	Doublecortin domain	Domain
IPR003534	Major royal jelly-related	Family
IPR003535	Intimin/invasin bacterial adhesion mediator protein	Family
IPR003536	Translocated intimin receptor, central domain	Domain
IPR003537	Yersinia virulence determinant YopE	Family
IPR003538	Gram-negative bacterial TonB protein	Family
IPR003539	Cytolethal distending toxin B	Family
IPR003540	ADP ribosyltransferase	Domain
IPR003541	Anthrax toxin, lethal/endema factor	Family
IPR003542	Enterobactin synthetase-like, component D	Family
IPR003543	Macrophage scavenger receptor	Domain
IPR003544	Cytochrome c-type biogenesis protein CcmB	Family
IPR003545	Telomere reverse transcriptase	Family
IPR003546	Type III secreted modular tyrosine phosphatase, SptP/YopH	Family
IPR003547	Serine/threonine protein kinase, yersinia-type	Family
IPR003548	Claudin-1	Family
IPR003549	Claudin-3	Family
IPR003551	Claudin-5	Family
IPR003552	Claudin-7	Family
IPR003553	Claudin-9	Family
IPR003554	Claudin-10	Family
IPR002971	Major urinary protein	Family
IPR002972	Prostaglandin D synthase	Family
IPR002974	Cytochrome P450, E-class, CYP52	Family
IPR002975	Fungal G-protein, alpha subunit	Family
IPR002976	Plant G-protein, alpha subunit	Family
IPR002977	Anion exchange protein 1	Family
IPR002978	Anion exchange protein 2	Family
IPR002979	Anion exchange protein 3	Family
IPR002980	Sodium:neurotransmitter symporter, GABA, GAT-1	Family
IPR002981	Sodium:neurotransmitter symporter, GABA, GAT-2	Family
IPR002982	Sodium:neurotransmitter symporter, GABA, GAT-3	Family
IPR002983	Sodium:neurotransmitter symporter, betaine	Family
IPR002984	Sodium:neurotransmitter symporter, creatine	Family
IPR002985	Arginine decarboxylase	Family
IPR002986	Diaminopimelate decarboxylase, LysA	Family
IPR002987	Sodium/calcium exchanger, isoform 1	Family
IPR002988	Protein G-related, albumin-binding GA module	Domain
IPR002989	Mycobacterial pentapeptide repeat	Repeat
IPR002993	Ornithine decarboxylase antizyme	Family
IPR002994	Surfeit locus 1/Shy1	Family
IPR002995	Surfeit locus 4	Family
IPR002999	Tudor domain	Domain
IPR003000	Sirtuin family	Family
IPR003013	Erythropoietin	Family
IPR003011	Cell cycle checkpoint protein, Rad1	Family
IPR003014	PAN-1 domain	Domain
IPR003004	GspF/PilC family	Family
IPR003008	Tubulin/FtsZ, GTPase domain	Domain
IPR003935	Lens fibre membrane intrinsic protein	Family
IPR003936	Peripheral myelin protein PMP22	Family
IPR003937	Potassium channel, voltage dependent, KCNQ	Family
IPR003938	Potassium channel, voltage-dependent, EAG/ELK/ERG	Family
IPR003939	Transforming growth factor, beta 1	Family
IPR003940	Transforming growth factor, beta 2	Family
IPR024670	B-cell lymphoma 9, beta-catenin binding domain	Domain
IPR003942	Left- Right determination factor	Family
IPR003943	Protease-activated receptor 3	Family
IPR003944	Protease-activated receptor 4	Family
IPR003945	NADH-plastoquinone oxidoreductase, chain 5	Family
IPR003947	Potassium channel, voltage dependent, KCNQ2	Family
IPR003948	Potassium channel, voltage dependent, KCNQ3	Family
IPR003949	Potassium channel, voltage-dependent, EAG	Family
IPR003950	Potassium channel, voltage-dependent, ELK	Family
IPR003895	Type III secretion system, invasin protein B	Family
IPR003951	Peptidase C58, Yersinia/Haemophilus virulence surface antigen	Family
IPR003952	Fumarate reductase/succinate dehydrogenase, FAD-binding site	Binding_site
IPR003953	FAD binding domain	Domain
IPR003954	RNA recognition motif domain, eukaryote	Domain
IPR003956	Transcription factor, NFYB/HAP3, conserved site	Conserved_site
IPR003957	Transcription factor, CBFA/NFYB, DNA topoisomerase	Family
IPR003958	Transcription factor CBF/NF-Y/archaeal histone	Domain
IPR003959	ATPase, AAA-type, core	Domain
IPR003960	ATPase, AAA-type, conserved site	Conserved_site
IPR003961	Fibronectin, type III	Domain
IPR000726	Glycoside hydrolase, family 19, catalytic	Domain
IPR000033	LDLR class B repeat	Repeat
IPR000207	Alpha 2B adrenoceptor	Family
IPR000496	Bradykinin receptor family	Family
IPR001068	Adenosine A1 receptor	Family
IPR002438	Sodium:neurotransmitter symporter, orphan	Family
IPR003963	Bi-component toxin, staphylococci	Family
IPR003964	Bacterial carbamate kinase	Family
IPR003965	Fatty acid synthase	Domain
IPR003966	Prothrombin/thrombin	Family
IPR003967	Potassium channel, voltage-dependent, ERG	Family
IPR003968	Potassium channel, voltage dependent, Kv	Family
IPR003969	Potassium channel, voltage dependent, Kv6	Family
IPR003970	Potassium channel, voltage dependent, Kv8	Family
IPR003971	Potassium channel, voltage dependent, Kv9	Family
IPR003972	Potassium channel, voltage dependent, Kv1	Family
IPR003973	Potassium channel, voltage dependent, Kv2	Family
IPR003974	Potassium channel, voltage dependent, Kv3	Family
IPR003975	Potassium channel, voltage dependent, Kv4	Family
IPR003976	Two pore domain potassium channel, TREK	Family
IPR003977	Parkin	Family
IPR003978	Thrombopoeitin	Family
IPR003979	Tropoelastin	Family
IPR003980	Histamine H3 receptor	Family
IPR003981	Leukotriene B4 receptor	Family
IPR003982	Leukotriene B4 type 2 receptor	Family
IPR003983	Leukotriene B4 type 1 receptor	Family
IPR003984	Neurotensin receptor	Family
IPR003985	Neurotensin type 1 receptor	Family
IPR003986	Neurotensin type 2 receptor	Family
IPR003987	Intercellular adhesion molecule/vascular cell adhesion molecule, N-terminal	Domain
IPR003988	Intercellular adhesion molecule	Domain
IPR003989	Vascular cell adhesion molecule-1	Family
IPR003991	Pertactin virulence factor family	Family
IPR003992	Pertactin	Family
IPR001394	Ubiquitin carboxyl-terminal hydrolases family 2	Domain
IPR001397	5-Hydroxytryptamine 5A receptor	Family
IPR001399	VP6 blue-tongue virus inner capsid protein	Family
IPR001403	Parvovirus coat protein VP2	Domain
IPR001404	Heat shock protein Hsp90 family	Family
IPR001406	Pseudouridine synthase I, TruA	Family
IPR001408	G-protein alpha subunit, group I	Family
IPR001374	Single-stranded nucleic acid binding R3H	Domain
IPR001375	Peptidase S9, prolyl oligopeptidase, catalytic domain	Domain
IPR001339	mRNA capping enzyme	Domain
IPR001340	Leukocidin/haemolysin toxin	Domain
IPR001341	Aspartate kinase domain	Domain
IPR001342	Homoserine dehydrogenase, catalytic	Domain
IPR001343	Haemolysin-type calcium-binding repeat	Repeat
IPR001344	Chlorophyll A-B binding protein, plant	Family
IPR001345	Phosphoglycerate/bisphosphoglycerate mutase, active site	Active_site
IPR001347	Sugar isomerase (SIS)	Domain
IPR001348	ATP phosphoribosyltransferase HisG	Family
IPR001350	G10D orphan receptor	Family
IPR001351	Ribosomal protein S3, C-terminal	Domain
IPR001355	CXC chemokine receptor 1	Family
IPR001356	Homeobox domain	Domain
IPR001357	BRCT domain	Domain
IPR001359	Synapsin	Family
IPR001360	Glycoside hydrolase, family 1	Family
IPR001362	Glycoside hydrolase, family 32	Family
IPR001363	Proteinase inhibitor I25C, fetuin, conserved site	Conserved_site
IPR001365	Adenosine/AMP deaminase domain	Domain
IPR001367	Iron dependent repressor-like, metal binding and dimerisation domain	Domain
IPR001369	PNP/MTAP phosphorylase	Family
IPR007267	GtrA-like protein	Domain
IPR007268	Rad9/Ddc1	Family
IPR007269	Isoprenylcysteine carboxyl methyltransferase	Family
IPR007271	Nucleotide-sugar transporter	Family
IPR007272	Sulphur transport domain	Domain
IPR007273	SCAMP	Family
IPR007274	Ctr copper transporter	Family
IPR007275	YTH domain	Domain
IPR007276	Nucleolar protein 14	Family
IPR007277	Transmembrane adaptor Erv26	Family
IPR007278	Domain of unknown function DUF397	Domain
IPR007280	Peptidase, C-terminal, archaeal/bacterial	Domain
IPR007281	Mre11, DNA-binding	Domain
IPR007282	NOT2/NOT3/NOT5	Domain
IPR007284	Ground-like domain	Domain
IPR007285	Inclusion membrane protein A, N-terminal	Domain
IPR007286	EAP30	Family
IPR007287	Sof1-like protein	Domain
IPR007288	Influenzavirus B, glycoprotein NB	Family
IPR007289	Jaagsiekte sheep retrovirus, Vpu	Family
IPR007290	Arv1 protein	Family
IPR007291	Capsid protein	Family
IPR007292	Nuclear fusion protein, KAR5	Family
IPR007293	Protein of unknown function UCP028687	Family
IPR007294	Protein of unknown function DUF401	Family
IPR007295	Domain of unknown function DUF402	Domain
IPR007296	Domain of unknown function DUF403	Domain
IPR004414	Glutamyl-tRNA(Gln) amidotransferase subunit E	Family
IPR004416	Glucose-inhibited division protein A	Family
IPR004417	Folate-dependent ribothymidyl synthase	Family
IPR004418	Homoaconitase, mitochondrial	Family
IPR004419	Peptidase A31, hydrogenase expression/formation protein	Family
IPR004420	Peptidase A31, hydrogenase maturation protease HycI	Family
IPR004421	Carbamoyltransferase, HypF-type	Family
IPR004422	GHMP kinase group 1	Family
IPR004424	4-diphosphocytidyl-2C-methyl-D-erythritol kinase	Family
IPR004425	Conserved hypothetical protein CHP00061	Family
IPR004426	Conserved hypothetical protein CHP00062	Family
IPR004428	Phosphatidylserine decarboxylase-related protein	Family
IPR004429	Isopropylmalate dehydrogenase	Family
IPR004430	3-isopropylmalate dehydratase, large subunit	Family
IPR004431	3-isopropylmalate dehydratase, small subunit	Family
IPR004433	Menaquinone biosynthesis protein MenD	Family
IPR004434	Isocitrate dehydrogenase NAD-dependent	Family
IPR004435	Molybdopterin-guanine dinucleotide biosynthesis protein B (MobB), conserved domain	Domain
IPR004436	Isocitrate dehydrogenase NADP-dependent, monomeric	Family
IPR004437	ParB/RepB/Spo0J partition protein family	Domain
IPR004438	Peptidase M3B, oligoendopeptidase F	Family
IPR004439	Isocitrate dehydrogenase NADP-dependent, dimeric, prokaryotic	Family
IPR004441	RNA methyltransferase TrmH family	Family
IPR004443	YjeF N-terminal domain	Domain
IPR004445	Sodium/glutamate symporter	Family
IPR004446	D,D-heptose 1,7-bisphosphate phosphatase	Family
IPR004447	C-terminal-processing peptidase S41A	Family
IPR004449	Phosphohistidine phosphatase SixA, subgroup	Family
IPR004450	Threonine synthase-like	Family
IPR004451	Conserved hypothetical protein CHP00270	Family
IPR004452	4Fe-4S binding protein	Family
IPR004453	Epoxyqueuosine reductase-QueG	Family
IPR004454	HD-related protein	Family
IPR027809	C5a anaphylatoxin chemotactic receptor	Family
IPR004456	Bisphosphoglycerate-independent phosphoglycerate mutase	Family
IPR004457	Zinc finger, ZPR1-type	Domain
IPR004458	Translation initiation factor 2, beta subunit	Family
IPR004459	Cobyric acid synthase CobQ	Family
IPR004460	CO dehydrogenase/acetyl-CoA synthase complex alpha subunit	Family
IPR004461	CO dehydrogenase/acetyl-CoA synthase complex beta subunit	Family
IPR004462	Desulfoferrodoxin Dfx	Domain
IPR004463	UDP-3-O-acyl N-acetylglucosamine deacetylase	Family
IPR004464	Fructose-1,6-bisphosphatase class 2/Sedoheputulose-1,7-bisphosphatase	Family
IPR004465	Ribonucleotide reductase Class Ib, NrdI	Family
IPR004466	Ribonuclease M5	Family
IPR004467	Orotate phosphoribosyl transferase domain	Domain
IPR004468	CTP synthase	Family
IPR004469	Phosphoserine phosphatase SerB	Family
IPR004470	Zinc finger, ZPR1-type, subgroup	Family
IPR004471	Branched-chain amino acid transport, AzlC	Family
IPR004472	Dethiobiotin synthase BioD	Family
IPR004473	Restriction endonuclease, type I, HsdR	Family
IPR004474	Cell envelope-related transcriptional attenuator	Domain
IPR004475	DNA polymerase II large subunit DP2	Family
IPR004476	Ribonuclease II/ribonuclease R	Family
IPR004477	ComEC/Rec2-related protein	Domain
IPR027810	C5a anaphylatoxin chemotactic receptor C5L2	Family
IPR004480	Monothiol glutaredoxin-related	Family
IPR004481	Sodium/potassium/calcium exchanger	Family
IPR004482	Mg chelatase-related protein	Family
IPR005389	OGR1 sphingosylphosphorylcholine receptor	Family
IPR005390	Neuromedin U receptor	Family
IPR005391	Neuromedin U receptor, type 1	Family
IPR005392	Neuromedin U receptor, type 2	Family
IPR005393	XC chemokine receptor 1	Family
IPR005394	P2Y12 purinoceptor	Family
IPR005395	Neuropeptide FF receptor family	Family
IPR005396	Neuropeptide FF receptor, type 1	Family
IPR005397	Neuropeptide FF receptor, type 2	Family
IPR005398	Tubby, N-terminal	Domain
IPR005399	Potassium channel, voltage-dependent, beta subunit, KCNAB-related	Family
IPR005400	Potassium channel, voltage-dependent, beta subunit, KCNAB1	Family
IPR005401	Potassium channel, voltage-dependent, beta subunit, KCNAB2	Family
IPR005402	Potassium channel, voltage-dependent, beta subunit, KCNAB3	Family
IPR005403	Potassium channel, voltage dependent, Kv3.1	Family
IPR005404	Potassium channel, voltage dependent, Kv3.3	Family
IPR005405	Potassium channel, voltage dependent, Kv3.4	Family
IPR005406	Two pore domain potassium channel, TASK-1	Family
IPR005408	Two pore domain potassium channel, TWIK family	Family
IPR005409	Two pore domain potassium channel, TWIK-2	Family
IPR005410	Two pore domain potassium channel, THIK	Family
IPR005411	Claudin-2	Family
IPR005412	DNA-binding protein Fis	Family
IPR005413	Low calcium response V antigen	Family
IPR005414	Guanine nucleotide exchange factor SopE family	Family
IPR005415	Type III secretion system, low calcium response, chaperone LcrH/SycD	Family
IPR005416	Type III secretion chaperone SycE, Gram-negative bacterial	Family
IPR005417	Zona occludens protein	Family
IPR005418	Zona occludens protein ZO-1	Family
IPR005419	Zona occludens protein ZO-2	Family
IPR005420	Zona occludens protein ZO-3	Family
IPR005421	Voltage-dependent calcium channel, gamma-1 subunit	Family
IPR007070	GPI ethanolamine phosphate transferase 1	Family
IPR007071	A-kinase anchoring protein 95 (AKAP95)	Family
IPR007072	Rhamnosyl O-methyltransferase/Cephalosporin hydroxylase	Family
IPR007073	RNA polymerase Rpb1, domain 7	Domain
IPR007074	LicD	Family
IPR007075	RNA polymerase Rpb1, domain 6	Domain
IPR007076	TfoX, N-terminal	Domain
IPR007077	TfoX, C-terminal	Domain
IPR007078	Haem exporter protein D (CcmD)	Family
IPR008138	Saposin-like type B, 2	Domain
IPR008139	Saposin B	Domain
IPR017872	Pyrimidine-nucleoside phosphorylase, conserved site	Conserved_site
IPR008141	Alanine dehydrogenase/pyridine nucleotide transhydrogenase	Family
IPR008142	Alanine dehydrogenase/pyridine nucleotide transhydrogenase, conserved site-1	Conserved_site
IPR008143	Alanine dehydrogenase/pyridine nucleotide transhydrogenase, conserved site-2	Conserved_site
IPR008144	Guanylate kinase-like	Domain
IPR008145	Guanylate kinase/L-type calcium channel beta subunit	Domain
IPR008146	Glutamine synthetase, catalytic domain	Domain
IPR008147	Glutamine synthetase, beta-Grasp	Domain
IPR008148	DNA photolyase, class 2	Family
IPR017888	CYC/TB1, R domain	Domain
IPR008150	Phytoene dehydrogenase, bacterial-type, conserved site	Conserved_site
IPR017887	Transcription factor TCP subgroup	Domain
IPR008152	Clathrin adaptor, alpha/beta/gamma-adaptin, appendage, Ig-like subdomain	Domain
IPR008153	Clathrin adaptor, gamma-adaptin, appendage	Domain
IPR008154	Amyloidogenic glycoprotein, extracellular	Domain
IPR008155	Amyloidogenic glycoprotein	Family
IPR008158	Protein translocase SEC61 complex,  gamma subunit	Family
IPR017947	Aryldialkylphosphatase, zinc-binding site	Binding_site
IPR008160	Collagen triple helix repeat	Repeat
IPR017959	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, subunit B /E	Family
IPR008162	Inorganic pyrophosphatase	Family
IPR008164	Repeat of unknown function XGLTT	Repeat
IPR017961	DNA polymerase, Y-family, little finger domain	Domain
IPR008166	Domain of unknown function DUF23	Domain
IPR008168	Cytochrome c, class IC	Family
IPR017963	DNA-repair protein, UmuC-like, N-terminal	Domain
IPR008170	PhoU	Domain
IPR017964	DNA-directed DNA polymerase, family B, conserved site	Conserved_site
IPR008173	Adenylyl cyclase CyaB	Family
IPR008174	Galanin	Domain
IPR008175	Galanin precursor	Family
IPR008176	Gamma thionin	Family
IPR008177	Gamma Purothionin	Family
IPR008179	Phosphoribosyl-ATP pyrophosphohydrolase	Family
IPR008180	DeoxyUTP pyrophosphatase	Family
IPR008181	DeoxyUTP pyrophosphatase, dUTPase subfamily	Family
IPR008183	Aldose 1-/Glucose-6-phosphate 1-epimerase	Family
IPR008185	Deoxyribonuclease I, eukaryotic	Family
IPR008187	Vpu protein	Family
IPR024728	DNA polymerase type-Y, HhH motif	Conserved_site
IPR008189	rRNA small subunit methyltransferase I	Family
IPR008193	DNA-directed RNA polymerase Rpb11, 13-16kDa subunit, conserved site	Conserved_site
IPR008195	Ribosomal protein L34Ae	Family
IPR008197	Whey acidic protein-type  4-disulphide core	Domain
IPR008200	Neuromedin U, C-terminal	Domain
IPR008201	Protein of unknown function DUF86	Family
IPR008203	Uncharacterised protein family UPF0165	Family
